Input, Output
-1.277893444429248682e+01,-2.604669374613914101e+01
-3.210104842418125770e+01,-3.730398013641522681e+01
4.838681190644411600e-01,-5.271078890657391014e+01
-4.467705739349415950e+00,-5.278325280013464038e+01
-1.192365567633935264e+01,-4.654959190872678931e+01
-1.638446641757400357e+01,-4.327954165978083978e+01
5.655314944157353807e+00,-4.456577011456568016e+01
2.332704050520781891e+00,-3.670595054926564416e+01
-1.290451986986210997e+00,-2.627284779196062203e+01
-3.243790999708350142e+01,-1.872308054537365152e+01
-1.355617488772371182e+01,-2.936570130875531603e+01
-2.297803781789584221e+01,-3.851469739432429407e+01
-1.429288360483061915e+01,-4.849519929442373467e+01
1.513551711042913084e+00,-5.377969096380384428e+01
-4.913681874807184435e+00,-4.774463949337497581e+01
-1.561729157777044463e+01,-4.024179574943671867e+01
-1.223381916820968662e+01,-3.940224973922133245e+01
-9.792288286986083889e+00,-4.046425994056424713e+01
-7.704387512593378950e+00,-4.051229415141036583e+01
-3.064774287349488091e+01,-3.887465150170693562e+01
-2.557092047621559061e+01,-4.816067874745085220e+01
1.515484325580855440e+01,-5.965024636255449764e+01
-1.659464997207819437e+01,-4.923019900636347046e+01
-9.164750316765493565e+00,-4.438471452095971159e+01
-1.390286278298308709e+01,-4.177274415492617976e+01
-1.809746966916500810e+01,-4.201597884043423647e+01
-9.901605423983387055e+00,-4.582639413416329432e+01
-1.926492731596924912e+00,-4.662170169371502482e+01
-1.018490237250275499e+01,-4.140068708818092347e+01
-2.239982613155089908e+01,-3.818326516376883006e+01
-7.736913716057440382e+00,-4.312377335917741306e+01
-2.819377552213009963e+01,-4.410790877728724979e+01
-2.276001902825458956e+01,-5.227464040967405623e+01
-2.202115003165443241e+01,-6.104997422864438761e+01
-9.192372503103598547e-01,-6.771758933401147829e+01
-1.337706000584030974e+01,-6.194763865528729951e+01
-1.890756199395923431e+01,-5.674563743198741861e+01
5.949070550729288698e+00,-5.657320553263156171e+01
-1.164784077623182057e+01,-4.636686018438497570e+01
-1.053211467780777255e+01,-4.049680857887415186e+01
-2.116743878759000808e+01,-3.832974954091811526e+01
-5.345151676118327089e-01,-4.305669213410595120e+01
-1.136103326772216704e+01,-4.025708778103000895e+01
3.930849425850091450e-02,-3.853878455609997644e+01
-4.810284278663812252e+00,-3.288131262810316002e+01
-1.419841519563726351e+01,-2.797771584985641624e+01
-1.530743774718690453e+01,-2.931320313329280580e+01
2.137498944999334682e+00,-3.416491552301649648e+01
-1.775612572480864770e+01,-3.090890352467885549e+01
-1.613463638967743918e+01,-3.345648306568867980e+01
2.120889577506229529e+00,-3.887132110049884659e+01
-1.835560520884337166e+01,-3.514742335679729734e+01
-2.810713279834732958e+00,-3.715618562548377213e+01
-1.372062634512809964e+01,-3.516292248231489737e+01
-6.512642035147868214e+00,-3.596757376035475318e+01
-6.249008138511387145e+00,-3.513947596915278382e+01
-1.003998155011204929e+01,-3.298998974085682079e+01
3.009530390429384639e+00,-3.258864083865407935e+01
-3.476631822867020105e+01,-2.672652424134185978e+01
-2.865685246452054002e+01,-3.743563788228366462e+01
1.237058381236575499e+01,-5.309645251694118429e+01
-2.044510689994355701e+01,-4.691200476418715937e+01
-1.963431013290798433e+01,-4.615848401067778894e+01
-1.354736575653187280e+01,-5.038038111720465650e+01
-1.409395093241055363e+01,-5.258401377700194246e+01
-1.431942525181037773e+01,-5.337001063006288604e+01
-1.088757330811117541e+01,-5.368279609718990031e+01
-1.806467372903570379e+01,-5.207872237930023829e+01
-4.524995177987566564e+00,-5.327298210498706510e+01
-7.607097950764838856e+00,-4.924858831242539026e+01
-8.730551656337961930e+00,-4.416546183109611690e+01
-2.579154517465741314e+00,-4.038380986644961013e+01
-2.227584817970701536e+01,-3.471014083256720539e+01
2.178053957147828612e+01,-3.852645778630576956e+01
-4.322818480456895429e+00,-2.506528999628555709e+01
-8.612190872862885982e-01,-1.619524409195432924e+01
-2.231895485937884871e+01,-1.129034160485400307e+01
-1.129004303918435248e+01,-1.898075247008784316e+01
-1.080053846939337880e+01,-2.660487579046001727e+01
-3.069141176643452695e+01,-3.163608025331851081e+01
2.959917325921747278e+00,-4.481827252709970821e+01
-1.282158053201067105e+01,-4.397377981184389029e+01
-3.497829915879105300e+00,-4.275067254142645368e+01
-1.434656733835238818e+01,-3.848180941827843782e+01
-1.901977977400487063e+01,-3.831994371515600051e+01
-1.662677301104943695e+01,-4.307574027852668763e+01
-1.061687330035620747e+01,-4.810524901560803812e+01
2.124078821088071223e+00,-4.920376878865343429e+01
-5.457151965563721063e+00,-4.173254969046483609e+01
-1.928897138133343958e+01,-3.487972786525313751e+01
-1.123596704308681105e+01,-3.702102478706375877e+01
1.406926845966694373e+00,-3.941899244278391023e+01
-1.684401122253554206e+00,-3.438146586692836593e+01
-2.940663712180332467e+01,-2.775256268795869730e+01
3.242081799986513246e+00,-3.581640431149158132e+01
-1.684129882613553519e+01,-3.431567369524813671e+01
-5.689924876957427990e+00,-3.640025008275191709e+01
-2.913534039439765522e+00,-3.585003230799510732e+01
1.157503125599516380e+01,-3.194150235723617826e+01
-3.811389605829374005e+01,-1.992484302743751812e+01
-1.030498393778428934e+01,-3.030683395569734273e+01
-1.814128497634072801e+01,-3.816827448983295312e+01
-1.657430357179777047e+01,-4.498213477623767886e+01
-1.219965543303380784e+01,-5.034712588290340562e+01
-1.558484313111024733e+01,-5.198729058382579638e+01
5.177920098808939997e+00,-5.329106362797316621e+01
-7.392937400367172174e+00,-4.420776394417390520e+01
-1.966818611647394022e+01,-3.702529218054071691e+01
-4.137387325128301541e+00,-3.907334367790944896e+01
3.642693843278907551e+00,-3.758744746431960237e+01
-1.435736544141579074e+01,-2.962193436229897259e+01
-9.672996672163396426e+00,-2.882534950553504061e+01
-1.297205919365387317e+01,-3.020535722453558947e+01
-5.921405990414945641e+00,-3.332070758689528844e+01
1.352539192517884459e+00,-3.337589534985849582e+01
-1.446254749987702226e+01,-2.795783790095926946e+01
-2.397871099161040220e+01,-2.865653687366891944e+01
-5.741281922851534603e+00,-3.776671664044162924e+01
-1.591459198598376013e+01,-4.028242677727431698e+01
-2.804512694845787379e+01,-4.327827445144021823e+01
-1.232460067342955412e+01,-5.304848798309208746e+01
-1.272412736654634813e+01,-5.704772778591999582e+01
-4.657295246273088551e+00,-5.693009853289136402e+01
-4.027427871160767836e+00,-5.137772420286120223e+01
-1.091114271944803704e+01,-4.364952772106075685e+01
-7.334551146278602829e+00,-3.973190617220051735e+01
-2.110950605430384819e+00,-3.671670501965665068e+01
-3.531177103662635375e+01,-3.154099834787817969e+01
-2.540932407521545855e+01,-4.249185527828144870e+01
-8.623569525512325029e+00,-5.586155966828084729e+01
-1.679881073489948307e+01,-5.857598949793047183e+01
-9.681199505831695973e+00,-5.943121044295556743e+01
-1.741264758378328992e+01,-5.674195916731888190e+01
-2.490767572955815368e+01,-5.636047366109910683e+01
-1.666335990076264650e+01,-6.140513754775951583e+01
-9.104100994696889160e+00,-6.422671733097159574e+01
-1.988441487770499805e+01,-6.118888379993330773e+01
-1.248023655618577621e+01,-6.114444182787959647e+01
-2.104269576318372970e+01,-5.958050941553617719e+01
-1.418952478312531440e+01,-6.125604808404022350e+01
2.506940569002903629e+00,-6.126556609550323884e+01
-7.716163891639550521e+00,-5.162712072087098392e+01
-4.218855916020963548e+00,-4.350218719719582339e+01
1.997559469796325260e+00,-3.648237021511222622e+01
-2.039483747371738431e+00,-2.754209971853248717e+01
-3.404081071343281195e+00,-2.073887959049083562e+01
-3.049717028554092124e+01,-1.688400448837661827e+01
-1.649425750379893429e+01,-2.838449623908858044e+01
-1.868186382283341374e+01,-3.928413723626793796e+01
8.666767331674058994e-01,-4.791141559063353839e+01
6.467274784202761140e+00,-4.479737016745724532e+01
-1.878632395585477610e+01,-3.319163148761973048e+01
-3.158469287638379974e+00,-3.244424947863817010e+01
-2.604189341812456249e+01,-3.043794241057075922e+01
-2.050360552276550408e+01,-3.818761480785700257e+01
-1.613063488557649805e+01,-4.771283178345051113e+01
-1.304930709295480717e+01,-5.361060269717386007e+01
-1.911623715069497109e+01,-5.528709831237426897e+01
-2.705576735920971032e+00,-5.790266729819408198e+01
7.448386093962639620e+00,-5.284644596821954821e+01
-1.084372614593084094e+00,-3.912170412840662692e+01
-3.345551605246755145e+01,-2.773296964420532262e+01
-4.612766580590069943e+00,-3.605528470201258529e+01
-1.831584060788323143e+00,-3.893732509842596556e+01
-2.095672483274385556e+01,-3.511898242362011047e+01
6.171294426100146779e+00,-3.877797626892571259e+01
-1.332222964451080571e+01,-3.290854873751705156e+01
-2.067708879546206902e+01,-3.158255029540694281e+01
-1.286502192210111595e+01,-3.771997751104508723e+01
-1.256445256249762821e+01,-4.240405630602015208e+01
1.221177393826209467e+01,-4.487253984455767863e+01
-1.673167093768879710e+01,-3.374218755632747957e+01
-1.068798229299813585e+01,-3.148431452983116330e+01
3.126585316526149683e+00,-3.262435150660311933e+01
-1.544145452491257764e+01,-2.731102152024860175e+01
-1.343538319419684335e+01,-2.843251900025776990e+01
-1.259462933937483342e+01,-3.253289988198196880e+01
-2.233240754447793819e+01,-3.644321421830237995e+01
-1.299321437486661424e+01,-4.444814457986456091e+01
-3.772939075716727153e+00,-4.894067766554448440e+01
-2.591292244353729046e+01,-4.591114649416509508e+01
1.226565857378147939e-02,-5.082071256143073867e+01
-1.282820812363663521e+01,-4.703468372549809118e+01
-1.471431340266655141e+01,-4.457094925624955550e+01
-9.880104613769441713e+00,-4.519096930055194150e+01
-7.848897192000984901e+00,-4.460042788976991801e+01
-5.016184667560708021e-03,-4.215229922522495798e+01
-8.496122969797099245e+00,-3.532766471963311972e+01
-1.991304200953355874e+01,-3.146983806144762141e+01
-1.093075462698217670e+01,-3.586148143793270293e+01
-6.470174067720600775e+00,-3.915296471736611750e+01
-6.447908826238554880e+00,-3.841332181646856725e+01
-5.133116249525730090e+00,-3.585773604070195120e+01
-1.862371015159324372e+01,-3.241155386378398617e+01
-9.700592473617206224e+00,-3.582315302844843075e+01
-1.002955807603891003e+01,-3.802330226324638573e+01
-2.268646900301816771e+01,-3.871236411330965410e+01
-1.715926921774549641e+00,-4.511675243685204606e+01
-1.519404183596655500e+01,-4.332903176085470420e+01
8.872673368175114206e+00,-4.354122377043120906e+01
1.940006839457133481e+00,-3.374851106464596739e+01
-2.419185266732765527e+01,-2.296343837613992278e+01
1.344746956183062991e+01,-2.729921736969466295e+01
-1.297193344055648723e+01,-2.020352906092494649e+01
-6.840840121505673110e+00,-1.957568710491704067e+01
-1.010275890530503773e+01,-2.093412735365100730e+01
2.113333615291068668e+01,-2.379952670065302911e+01
-1.052035617961211145e+00,-1.147512172317362911e+01
-9.162602280194443338e+00,-3.598182013884701380e+00
7.819477591064583066e-01,-4.869008556012659028e+00
-2.977757553166552995e+00,-5.063472961392633032e+00
-7.483891109902486960e+00,-5.727695315432403511e+00
-2.372377415342403140e+01,-9.095471810234142751e+00
-1.117394439197180844e+00,-2.147343010032264843e+01
1.548642671193595888e+00,-2.542641300621874123e+01
-7.990431664922361676e-01,-2.211972029348021351e+01
-1.394993012700505908e+01,-1.762779809057806091e+01
-2.865906438424001834e-01,-2.025039718951179779e+01
-1.929189189040135233e+01,-1.949748743308975563e+01
-8.683711031673162495e+00,-2.578526992296943732e+01
-1.447721053812682435e+01,-3.019935624880292835e+01
-1.031657114146337939e+01,-3.506469617715679732e+01
-2.116015774860558807e+01,-3.781691272638401102e+01
-2.423811261752207002e+01,-4.436290292956302750e+01
5.443933427268436986e+00,-5.385697709327873639e+01
-2.573716320593179319e+01,-4.836602806605363014e+01
-9.666159903210569837e+00,-5.097352668072272053e+01
-1.600713055993379541e+01,-5.117364421398193031e+01
-3.183257576350226969e+01,-5.201787571528922882e+01
-2.096774070824357494e+01,-6.152113816817018233e+01
-1.416083327011015491e+01,-6.876703647069165015e+01
-6.009275632836735603e+00,-6.955434441280965530e+01
-2.752953591803262157e-01,-6.313296933904374697e+01
-1.786358824991598837e+01,-5.146398053218927515e+01
-1.055598113542802530e+01,-4.798490229481308944e+01
-7.023889201799542903e+00,-4.612755255673292965e+01
-4.778969223866456062e+00,-4.264539840320179565e+01
-8.713856701228090529e+00,-3.765073086489052656e+01
1.886734881954570398e-01,-3.466577252753576488e+01
9.285893746740352839e+00,-2.881523816727257881e+01
-2.405825579481802379e+01,-1.744441223334597169e+01
-8.978122902964146945e+00,-2.166658651237228383e+01
-5.147546091624938924e+00,-2.660463201074573192e+01
-2.931269131764488023e+01,-2.760070280873183890e+01
-1.567056301270866037e+01,-3.870173243899526483e+01
-1.832708131286029385e+01,-4.726666707307746407e+01
-1.756122723580455158e+01,-5.350237542802505430e+01
-6.832156873827868182e+00,-5.779270796265424082e+01
2.112240662530558311e+00,-5.526699687232585489e+01
-3.316102499063915410e+00,-4.514166477445726855e+01
1.006801912645740060e+01,-3.573213311806861725e+01
8.590914384356029387e+00,-2.192440580273904871e+01
-2.361286211035470473e+01,-8.143562112079555604e+00
1.446546774081346243e+01,-1.282310597936247731e+01
-1.491236786655565183e+01,-7.584095819743515321e+00
-3.116144633497766847e+01,-1.049362446483153022e+01
1.125210094380796022e+01,-2.692531393746052615e+01
-6.613721520893239614e+00,-2.602024512417083457e+01
-1.223305598406104622e+01,-2.370893580922728461e+01
-8.938531452856098625e+00,-2.585030890245556989e+01
-3.920880481272846652e+01,-2.817724019813367420e+01
-2.354606450260824602e+00,-4.501587762899329448e+01
-1.684645683514827041e+01,-4.897388179823261112e+01
-1.657361957208850711e+01,-5.122156617805105583e+01
-4.841184142346257602e+00,-5.376908818206024421e+01
-1.734106555129643468e+01,-5.013661225530979237e+01
-1.629184126485624873e+01,-4.995077629058721413e+01
-1.782003662438061653e+01,-5.177974411358855633e+01
9.838871210696709113e-03,-5.468327007614478674e+01
-4.398892683848942831e+00,-4.875607567647114138e+01
-4.634193004407087813e-01,-4.101444866580114024e+01
-1.055009974561375685e+01,-3.233668016005945844e+01
-8.571315754758792593e+00,-2.935448307250462463e+01
6.967998643157258698e+00,-2.894366711291747052e+01
-6.904973208723616196e+00,-2.153419878631456541e+01
-5.257400889581536063e-01,-1.817631206518037246e+01
2.521876335465048413e+00,-1.500479084009686837e+01
-1.441343054219247577e+01,-1.026430239506645670e+01
-5.257898566312420030e-01,-1.385614363808933369e+01
4.208677777925702301e+00,-1.464147032246051161e+01
-8.413693939569117930e-01,-1.051618296833884258e+01
-8.007463842494795259e+00,-7.349126009124497649e+00
7.645362873069775134e+00,-9.123280909856022802e+00
-1.646714548124504773e+01,-5.288505562805923432e+00
-1.141445049141919910e+01,-1.051954401063573918e+01
-1.526558007607616929e+01,-1.806229537273517849e+01
-1.945339661474843496e+01,-2.665258633608824113e+01
-8.992431864935060304e+00,-3.673662731396004233e+01
-1.254092883511570733e+01,-4.094457170124907464e+01
-9.034835501199117047e+00,-4.307653415474801761e+01
-6.938101466406728868e+00,-4.270756495586866208e+01
-1.757315070499580401e+01,-4.012610207697756692e+01
4.180748946309956082e+00,-4.225905726937023132e+01
-2.407227732197967285e+01,-3.593228461082281910e+01
1.523853118600250411e+00,-3.951980531583472356e+01
-8.922619486810305034e+00,-3.611205215579128236e+01
-7.512401393992202969e-01,-3.341148112273011606e+01
-1.756770158056552944e+01,-2.835333338907941325e+01
-2.950781835357344107e+01,-3.087345944855908186e+01
-2.501738609404865699e+00,-4.335386358612583280e+01
-1.941064431364945619e+01,-4.510929645275108157e+01
-8.496846911900455268e+00,-4.845659002280919481e+01
-1.751561208170446804e+01,-4.810740297993982040e+01
-6.991484884242316511e+00,-4.989070426096460409e+01
-1.158718442890024036e+01,-4.778754595945418515e+01
-1.111359511982156789e+01,-4.588155914895484244e+01
-9.096631380993683180e+00,-4.458004622977251330e+01
-2.844081592453658303e+01,-4.263050576392681279e+01
5.308143875835678926e+00,-5.022860475313814277e+01
3.754013044630518436e+00,-4.511751053920340837e+01
1.634586698821872019e+01,-3.365137002535222877e+01
-1.680978807568894950e+01,-1.559379546578413489e+01
-8.572200459405454609e+00,-1.340078179686561199e+01
-1.278548758646934047e+01,-1.643443364444722476e+01
-1.028095565650020227e+01,-2.213546646583793986e+01
-2.703217485067066761e+01,-2.707234062528824481e+01
9.148061938797670933e+00,-3.905173024823408667e+01
3.585520374483632366e+00,-3.524523300714917440e+01
-9.794508174500327513e+00,-2.554357508293696455e+01
-1.553118135629637919e+01,-2.249714343323989851e+01
-2.140137229071369873e+01,-2.654438426598617440e+01
-2.443842381837697886e+01,-3.602478653307428402e+01
-2.125501054658952071e+01,-4.802313990860768200e+01
-2.148903988895769857e+01,-5.773960747519107173e+01
5.604570155729575731e+00,-6.485900241397560251e+01
-4.166144549550907072e+00,-5.638096559453244083e+01
-2.734246677043849871e+01,-4.582751699090931652e+01
4.774757852122755608e+00,-4.878198836324183674e+01
-2.403584268988388928e+01,-4.238334091583834606e+01
-1.458904196306754031e+01,-4.483523592104194933e+01
-9.078360148099434923e+00,-4.823652589014655234e+01
-5.416675688335210737e-01,-4.774139603434971235e+01
-1.884222181066267154e+01,-4.110589247031991533e+01
-7.802528190035086908e+00,-4.161244996625737258e+01
-1.347136501140239417e+01,-4.092531320553749907e+01
-2.589007324694763668e+01,-4.165053151533535925e+01
-5.579668858770239659e+00,-4.951725703438058446e+01
-1.698522472314285636e+01,-4.980744927158905000e+01
6.835753436850893650e+00,-5.100707611222202331e+01
3.053718353151886333e+00,-4.157311718664435318e+01
-8.086576372741387075e+00,-2.931490052314544670e+01
1.041630575309013906e+01,-2.393267105820716623e+01
6.116686697420828267e+00,-1.376570785390166662e+01
-3.016367391985662039e+01,-3.787008361249835087e+00
-2.614799682443529605e+01,-1.405767990750047147e+01
1.111066006670103690e+01,-3.158107943923126371e+01
-2.474709969252205255e+01,-2.990151057508386145e+01
5.667310546312585018e-01,-3.576265361568175649e+01
-1.467210800510080659e+01,-3.435223307859580189e+01
-1.558210373131360704e+01,-3.562755201238381630e+01
-2.271374848786358314e+01,-3.964858493061219491e+01
-1.256146663290242671e+01,-4.766039129437579192e+01
-1.653737983102110576e+01,-5.148874919159930386e+01
-5.916410223570056637e+00,-5.414818431609958083e+01
-3.883498923349364418e-01,-5.105175761858122740e+01
-9.608332722148400507e+00,-4.255239932457068619e+01
8.523524843238146076e+00,-3.751337991023374485e+01
-1.359347498579742641e+01,-2.640854444578493698e+01
-2.025941858632159587e+00,-2.413331429741958445e+01
-2.661046309689604428e+01,-2.182680957943515665e+01
-4.273014987974121937e-02,-3.100001508319463639e+01
-4.540080547180441961e+00,-3.201897426853095396e+01
6.644858352135706525e+00,-2.952774665312697522e+01
-2.213633512111915280e+01,-2.102486810498953673e+01
-1.711750257103262385e+01,-2.502067587367718815e+01
4.672890031379846931e+00,-3.322473210947367761e+01
-2.178481623443823878e+01,-3.023632033646853401e+01
-1.319737665872560406e+01,-3.475982156425882152e+01
-3.104823828078709624e+01,-3.958706290383847204e+01
-1.909756893345306139e+01,-5.183537364421709981e+01
-2.433920858959358391e+00,-6.061500557820113499e+01
-1.219539196850855589e+01,-5.721635330603717051e+01
-1.627357363643403687e+01,-5.318312564283176869e+01
-2.172379855324677322e+01,-5.258697338788326903e+01
-2.002507637839182308e+01,-5.645281958715722936e+01
-5.282756002250759586e+00,-6.099601345590987478e+01
-2.727908252784558840e-01,-5.751760051576221855e+01
-2.116002830867543594e+00,-4.772856559609916616e+01
-8.423205404894275716e+00,-3.764941292199018363e+01
1.431922259096690908e+00,-3.240277380607593471e+01
-7.727123056189476813e+00,-2.545939513491902773e+01
-6.825157142073336125e+00,-2.261891414977012005e+01
-6.295813444125525571e+00,-2.216300189352050154e+01
-4.128550392428095073e+00,-2.228319110751299092e+01
-4.486582328636259831e+00,-2.145246144615362738e+01
-2.877955808509578972e+01,-2.038232990378839560e+01
-2.527412696882082344e+01,-3.158659594681119742e+01
-2.490486193895969791e+01,-4.607195314062359870e+01
-9.943881749560723904e+00,-5.889829020424544126e+01
-1.022548559699302295e+01,-6.156495296368787251e+01
-2.826917570092766852e+01,-5.876785682367088270e+01
-1.794319852825663730e+01,-6.352479374556514102e+01
-2.028367836188222029e+01,-6.686850692935620089e+01
-1.466056737818507827e+01,-6.929123258983113942e+01
-1.800246313321218850e+01,-6.845342481886626729e+01
-4.113913785195970618e+00,-6.768281949833321676e+01
5.160964219258168839e+00,-6.043585419318096541e+01
-9.708182839370234518e+00,-4.597272279969491393e+01
-3.152204994958635353e+01,-3.774151625658459608e+01
-1.751088746788401096e+00,-4.546232104826115972e+01
5.464926393701221130e+00,-4.499840634958662378e+01
-1.055835388104685713e+01,-3.507757843975074508e+01
-4.901959157251390309e+00,-3.064011855794633021e+01
-5.408701790784299135e+00,-2.764131289261310442e+01
-7.308216519910947007e+00,-2.535154434033649196e+01
-2.095282111039605510e+01,-2.466565405289014024e+01
-7.011116956519187760e+00,-3.167524174092227085e+01
-1.687784602360533270e+01,-3.473037548693744725e+01
-1.606351587467546693e+00,-3.941140698097806450e+01
-3.748580706620544767e+00,-3.727581378227208120e+01
-6.260644084228932371e+00,-3.256970507403937631e+01
-7.584240151118056161e+00,-2.916350274885342486e+01
-7.738504338984011355e-01,-2.768744845606593330e+01
-1.574245567655459865e+01,-2.386780256872080130e+01
-2.047124064892150130e+01,-2.662436816308568766e+01
-8.976405840262561497e+00,-3.516508148037814152e+01
-8.404224516282596369e+00,-3.915186810542503082e+01
-2.485899990943778448e+01,-3.941566514608274474e+01
-1.993292650028238100e+01,-4.648108407079201498e+01
-1.954216739913291789e+01,-5.405856938316436811e+01
-1.633938691241635510e+01,-5.989511634220158953e+01
8.588097602393418128e+00,-6.252244872013150712e+01
-2.038203774732264151e+01,-5.079982669228988357e+01
-1.645352600319193215e+01,-4.777817411944273829e+01
2.831799613698393614e-01,-4.931421296699262058e+01
-5.407120163503533306e+00,-4.348338131686033847e+01
-7.578586161364199825e+00,-3.710255343108070747e+01
2.440209822367387815e+00,-3.321154602229483999e+01
-1.061017976410490249e+01,-2.603140622838730067e+01
-2.382495290060862914e+01,-2.432135893290393014e+01
-1.929060440187369707e+01,-3.279760480759950525e+01
-1.960445168742786848e+00,-4.264446399934757892e+01
-8.006723086382040222e+00,-4.227262018061549753e+01
5.737340660818240679e+00,-3.956708001739215774e+01
-2.015922686028251576e+01,-3.019300426448568331e+01
-3.252275150089296574e+01,-3.147610718739122504e+01
-7.298984704881694263e+00,-4.519190580050872796e+01
1.809946987393253437e+00,-4.979321433143445574e+01
-9.656137747437549379e+00,-4.331591678237658982e+01
-3.115544598687976929e+01,-3.870809196924920315e+01
-1.279527985792185873e+01,-4.740614358754400826e+01
1.177435644873633436e+01,-5.245444803274659051e+01
-1.837073746853974754e+01,-4.126396224014161618e+01
-4.358519056192969643e+00,-3.864019081464407890e+01
-1.079921729381953632e+01,-3.553711380189797353e+01
-2.758663527577684604e+01,-3.458524717133428794e+01
-7.725846746042437374e+00,-4.359040752135810948e+01
-3.782499180179729414e+00,-4.646940302469624129e+01
-1.741544216151533320e+00,-4.272715077468427580e+01
-2.885814022014949742e+00,-3.580152817974142465e+01
-6.793516623741364668e-01,-2.920951090146127171e+01
-5.766907101364682653e+00,-2.277822824365346577e+01
-1.459662195205834934e+01,-1.977388783102560410e+01
-1.393912431951531161e+01,-2.340485572603876818e+01
-2.662209704108041919e+01,-2.939780491691628228e+01
-2.151064195017807279e+01,-4.154734132380495737e+01
-1.453062611754693023e+01,-5.267652492949991228e+01
-9.957362920805786999e+00,-5.767875478374450182e+01
-1.315740918735241216e+01,-5.666998265341148766e+01
-9.682420804688913307e+00,-5.479678361239108142e+01
